0,000	28,314	28,176
0,167	28,846	28,177
0,333	28,673	28,182
0,500	27,844	28,191
0,667	27,453	28,204
0,833	27,940	28,214
1,000	27,490	28,219
1,167	27,656	28,216
1,333	28,990	28,204
1,500	28,551	28,187
1,667	28,350	28,172
1,833	27,763	28,161
2,000	27,147	28,152
2,167	27,585	28,140
2,333	27,924	28,123
2,500	27,333	28,099
2,667	26,967	28,069
2,833	28,117	28,031
3,000	28,771	27,988
3,167	28,853	27,947
3,333	28,909	27,916
3,500	27,283	27,899
3,667	29,026	27,896
3,833	28,036	27,904
4,000	27,785	27,923
4,167	27,349	27,947
4,333	28,347	27,972
4,500	28,968	27,995
4,667	28,323	28,020
4,833	28,424	28,047
5,000	28,066	28,078
5,167	28,256	28,110
5,333	29,144	28,142
5,500	28,822	28,175
5,667	28,541	28,213
5,833	28,967	28,254
6,000	27,540	28,299
6,167	26,912	28,340
6,333	27,139	28,370
6,500	28,475	28,383
6,667	28,015	28,378
6,833	28,527	28,360
7,000	28,846	28,335
7,167	28,501	28,308
7,333	28,507	28,285
7,500	27,483	28,267
7,667	28,573	28,252
7,833	28,750	28,240
8,000	27,223	28,231
8,167	27,975	28,224
8,333	26,961	28,214
8,500	28,502	28,198
8,667	28,181	28,176
8,833	28,666	28,152
9,000	27,542	28,130
9,167	28,442	28,110
9,333	27,205	28,093
9,500	28,660	28,077
9,667	27,927	28,062
9,833	28,611	28,049
10,000	28,978	28,042
10,167	28,968	28,045
10,333	28,197	28,058
10,500	28,397	28,083
10,667	27,732	28,115
10,833	27,647	28,149
11,000	28,937	28,180
11,167	28,209	28,208
11,333	28,878	28,233
11,500	29,080	28,259
11,667	26,892	28,285
11,833	27,775	28,309
12,000	28,659	28,325
12,167	26,867	28,332
12,333	28,385	28,328
12,500	28,629	28,314
12,667	27,306	28,293
12,833	29,055	28,268
13,000	27,072	28,241
13,167	27,940	28,212
13,333	28,434	28,181
13,500	29,067	28,150
13,667	26,889	28,124
13,833	28,164	28,102
14,000	26,763	28,080
14,167	28,466	28,056
14,333	28,988	28,031
14,500	28,700	28,010
14,667	28,134	27,998
14,833	28,302	27,997
15,000	28,636	28,005
15,167	28,297	28,023
15,333	28,473	28,047
15,500	28,935	28,079
15,667	29,216	28,117
15,833	28,373	28,164
16,000	28,486	28,217
16,167	28,676	28,274
16,333	28,244	28,331
16,500	28,648	28,385
16,667	26,954	28,433
16,833	27,287	28,469
17,000	27,756	28,487
17,167	27,903	28,484
17,333	26,712	28,460
17,500	28,415	28,418
17,667	28,707	28,362
17,833	28,992	28,300
18,000	28,420	28,242
18,167	28,435	28,193
18,333	28,021	28,157
18,500	28,605	28,131
18,667	27,091	28,115
18,833	27,983	28,104
19,000	28,693	28,096
19,167	28,651	28,091
19,333	27,284	28,090
19,500	28,969	28,093
19,667	28,012	28,099
19,833	26,766	28,107
20,000	27,964	28,112
20,167	28,531	28,111
20,333	26,662	28,104
20,500	28,319	28,091
20,667	26,904	28,071
20,833	28,673	28,044
21,000	28,868	28,014
21,167	28,410	27,988
21,333	28,777	27,971
21,500	27,662	27,965
21,667	28,346	27,969
21,833	28,854	27,982
22,000	27,005	28,001
22,167	28,281	28,023
22,333	27,482	28,045
22,500	28,025	28,062
22,667	28,978	28,074
22,833	28,238	28,085
23,000	28,648	28,097
23,167	26,856	28,111
23,333	26,395	28,122
23,500	28,284	28,121
23,667	27,552	28,108
23,833	28,685	28,085
24,000	27,392	28,057
24,167	28,463	28,027
24,333	28,511	27,998
24,500	26,537	27,973
24,667	28,519	27,951
24,833	28,768	27,931
25,000	28,857	27,917
25,167	28,862	27,914
25,333	27,119	27,925
25,500	27,964	27,945
25,667	29,150	27,970
25,833	28,397	27,999
26,000	28,632	28,033
26,167	27,789	28,072
26,333	27,382	28,113
26,500	28,654	28,149
26,667	28,443	28,180
26,833	28,296	28,206
27,000	26,429	28,226
27,167	28,363	28,238
27,333	27,968	28,238
27,500	28,565	28,228
27,667	26,486	28,211
27,833	27,469	28,186
28,000	28,970	28,152
28,167	27,714	28,112
28,333	26,568	28,070
28,500	29,099	28,027
28,667	28,453	27,985
28,833	27,870	27,949
29,000	29,247	27,923
29,167	28,728	27,911
29,333	29,113	27,915
29,500	27,228	27,936
29,667	28,874	27,970
29,833	27,082	28,011
30,000	26,751	28,051
30,167	28,223	28,083
30,333	28,556	28,103
30,500	28,655	28,115
30,667	27,404	28,123
30,833	28,465	28,128
31,000	28,627	28,131
31,167	28,266	28,134
31,333	28,426	28,139
31,500	29,026	28,147
31,667	28,632	28,161
31,833	27,266	28,181
32,000	26,756	28,202
32,167	28,397	28,215
32,333	26,485	28,217
32,500	28,722	28,206
32,667	28,567	28,184
32,833	28,803	28,158
33,000	28,861	28,135
33,167	28,328	28,121
33,333	27,083	28,115
33,500	28,196	28,114
33,667	28,873	28,114
33,833	29,333	28,118
34,000	27,556	28,129
34,167	28,874	28,147
34,333	28,245	28,169
34,500	28,457	28,196
34,667	26,608	28,223
34,833	29,395	28,246
35,000	28,181	28,264
35,167	28,635	28,278
35,333	28,782	28,292
35,500	28,691	28,306
35,667	28,781	28,324
35,833	26,935	28,344
36,000	28,185	28,362
36,167	25,920	28,370
36,333	28,374	28,363
36,500	27,301	28,338
36,667	26,060	28,296
36,833	28,321	28,236
37,000	27,184	28,162
